标准答案,题干,选项A,选项B,选项C,选项D,选项E,,,
E,虚喘的治疗要点是,宣肺,化痰,补肺,健脾,培补摄纳,,,
D,治疗肺痈溃脓期，应首选,桔梗杏仁煎,桔梗白散,千金苇茎汤,加味桔梗汤,如金解毒散,,,
D,足阳明胃经的起始穴是,大敦,内庭,厉兑,承泣,迎香,,,
E,治疗正疟首选,白虎加桂枝汤,柴胡桂枝干姜汤,加味不换金正气散,何人饮,截疟七宝饮,,,
A,治疗温疟首选,白虎加桂枝汤,柴胡桂枝干姜汤,加味不换金正气散,何人饮,截疟七宝饮,,,
A,耻骨联合上缘至髌底的骨度分寸是,18寸,19寸,3寸,13寸,16寸,,,
C,内踝尖至足底的骨度分寸是,18寸,19寸,3寸,13寸,16寸,,,
D,胸痹气阴两虚证，其临床特点是,胸闷气短，畏寒肢冷,胸痛彻背，感寒痛甚,胸部刺痛，入夜尤甚,胸闷隐痛，时作时止,胸闷如窒，气短喘促,,,
B,胸痹寒凝心脉证，其临床特点是,胸闷气短，畏寒肢冷,胸痛彻背，感寒痛甚,胸部刺痛，入夜尤甚,胸闷隐痛，时作时止,胸闷如窒，气短喘促,,,
A,治疗热哮发作期，应首选,定喘汤,泻白散,桑白皮汤,麻杏石甘汤,苏子降气汤,,,
C,治疗喘证痰热郁肺证，应首选,定喘汤,泻白散,桑白皮汤,麻杏石甘汤,苏子降气汤,,,
E,八会穴中骨会是,绝骨,太渊,膈俞,膻中,大杼,,,
B,八会穴中脉会是,绝骨,太渊,膈俞,膻中,大杼,,,
D,络穴主治的是,五脏病证,六腑病证,急性病证,表里经脉病证,慢性病证,,,
B,下合穴主治的是,五脏病证,六腑病证,急性病证,表里经脉病证,慢性病证,,,
C,患者，女，39岁，咳嗽喉痒，痰中带血，口干鼻燥，或身热，舌红少津苔薄黄，脉数。治疗应首选,麦门冬汤,百合固金汤,桑杏汤,杏苏散,沙参麦冬汤,,,
B,患者，女，37岁，咳嗽痰少，痰中带血或反复咯血，血色鲜红，口干咽燥，颧红，潮热盗汗，舌质红，脉细数。治疗应首选,麦门冬汤,百合固金汤,桑杏汤,杏苏散,沙参麦冬汤,,,
A,手阳明大肠经的原穴是,合谷,阳池,后溪,内关,太渊,,,
E,既是原穴，又是八会穴的腧穴是,合谷,阳池,后溪,内关,太渊,,,
B,大敦主治,咳嗽,疝气,月经过多,头痛眩晕,阴痒,,,
D,行间主治,咳嗽,疝气,月经过多,头痛眩晕,阴痒,,,
A,胃痛暴作，恶寒喜暖，得温痛减，遇寒加重，口淡不渴，或喜热饮，舌淡苔薄白，脉弦紧。证属,寒邪客胃证,饮食伤胃证,肝气犯胃证,湿热中阻证,瘀血停胃证,,,
C,胃脘胀痛，痛连两胁，遇烦恼则痛作或痛甚，嗳气、矢气则痛舒，胸闷嗳气，喜长叹息，大便不畅，舌苔多薄白，脉弦。证属,寒邪客胃证,饮食伤胃证,肝气犯胃证,湿热中阻证,瘀血停胃证,,,
D,患者腹部积块明显，质地较硬，固定不移，刺痛，形体消瘦，纳谷减少，面色晦暗黧黑，舌质紫，脉细涩。治疗应首选,柴胡疏肝散合失笑散,六磨汤,八珍汤合化积丸,膈下逐瘀汤合六君子汤,木香顺气散,,,
B,患者腹胀，腹部时有条索状物聚起，按之胀痛更甚，便秘，纳呆，舌苔腻，脉弦滑。治疗应首选,柴胡疏肝散合失笑散,六磨汤,八珍汤合化积丸,膈下逐瘀汤合六君子汤,木香顺气散,,,
A,治疗紫斑阴虚火旺证，应首选,茜根散,小蓟饮子,龙胆泻肝汤,十灰散,地榆散合槐角丸,,,
C,治疗吐血肝火犯胃证，应首选,茜根散,小蓟饮子,龙胆泻肝汤,十灰散,地榆散合槐角丸,,,
D,特定穴中，多用于急救的是,原穴,郄穴,络穴,井穴,募穴,,,
C,特定穴中，多用于治疗表里两经病证的是,原穴,郄穴,络穴,井穴,募穴,,,
B,治疗癃闭湿热下注证，应在主穴的基础上配用,尺泽,委阳,太冲,气海、足三里,太溪、命门,,,
E,治疗癃闭肾气不足证，应在主穴的基础上配用,尺泽,委阳,太冲,气海、足三里,太溪、命门,,,
A,治疗悬饮之络气不和证，应首选的方剂是,香附旋覆花汤,椒目瓜蒌汤合十枣汤,己椒苈黄丸,小青龙汤,柴枳半夏汤,,,
B,治疗悬饮之饮停胸胁证，应首选的方剂是,香附旋覆花汤,椒目瓜蒌汤合十枣汤,己椒苈黄丸,小青龙汤,柴枳半夏汤,,,
A,肺痨气阴耗伤证选用的方剂是,保真汤,月华丸,补天大造丸,补肺汤,百合固金汤,,,
E,肺痨虚火灼肺证选用的方剂是,保真汤,月华丸,补天大造丸,补肺汤,百合固金汤,,,
D,属于暑邪的性质和致病特点是,生风动血,易袭阳位,性开泄,性升散，伤津耗气,最易伤肺,,,
A,属于火邪的性质和致病特点是,生风动血,易袭阳位,性开泄,性升散，伤津耗气,最易伤肺,,,
E,邪热炽盛，燔灼津液，劫伤肝阴，筋脉失养，可以形成,虚寒之象,湿浊内生,津伤化燥,火热内生,热极生风,,,
A,久病累及脾肾，以致脾肾阳虚，温煦气化失司，可以形成,虚寒之象,湿浊内生,津伤化燥,火热内生,热极生风,,,
E,肝肾亏虚之胎动不安宜选用的药物是,淫羊藿,肉苁蓉,黄芩,鹿茸,杜仲,,,
D,疮疡久溃不敛，阴疽疮肿内陷不起，宜选用的药物是,淫羊藿,肉苁蓉,黄芩,鹿茸,杜仲,,,
E,气淋的主症特点是,尿道热涩疼痛，尿色如米泔水,小便量少，排出不畅，点滴而短少,小便频数短涩，灼热刺痛,小便窘急不能卒出，尿道刺痛，痛引少腹,少腹满闷胀痛，小便涩滞，淋沥不宣,,,
C,热淋的主症特点是,尿道热涩疼痛，尿色如米泔水,小便量少，排出不畅，点滴而短少,小便频数短涩，灼热刺痛,小便窘急不能卒出，尿道刺痛，痛引少腹,少腹满闷胀痛，小便涩滞，淋沥不宣,,,
C,关于外科疾病的发病机理，说法错误的是,邪正盛衰,气血凝滞,燥邪犯肺,经络阻塞,脏腑失和,,,
B,关于肥疮，说法错误的是,病变四周约1cm左右头皮不易受损,皮损处不会形成永久性脱发,头发干燥，穿过皮损，易折断,皮损处可闻及鼠尿臭,皮损处有黄癣痂堆积,,,
D,患者王某，患有筋瘤，久站久行或劳累时瘤体增大，下坠不适感加重；常伴气短乏力，脘腹坠胀，腰酸；舌淡，苔薄白，脉细缓无力。辨证为,寒湿凝筋证,外伤瘀滞证,湿热下注证,劳倦伤气证,血瘀阻滞证,,,
E,患儿，1岁，患有奶麻，现身热已退，肌肤出现玫瑰红色小丘疹，皮疹始见于躯干部，很快延及全身，约经1～2天皮疹消退，肤无痒感，舌质偏红，苔薄少津，指纹淡紫。其治法为,辛凉解表，清宣肺卫,清热解毒，解表透疹,疏风清热，解表透疹,清热解毒，凉血透疹,清热生津，以助康复,,,
A,阳证肿疡宜选用,金黄膏,回阳玉龙膏,冲和膏,疯油膏,生肌玉红膏,,,
A,发于肾子的疮痨性疾病指的是,子痰,子痈,阴茎痰核,脱囊,囊痈,,,
C,丹痧西医的病名为,奶麻,水痘,猩红热,丹毒,风痧,,,
B,下列哪项不是急性细菌性痢疾的典型临床表现,发热,呕吐,里急后重,黏液便,腹痛,,,
C,蛇串疮，相当于西医的,扁平疣,脂肪瘤,带状疱疹,白癣,以上均非,,,
D,确诊为急性阑尾炎的主要依据是,右侧腹痛，伴恶寒、发热,右下腹痛突然而剧烈，检查发现右侧囊性肿物,突发性右下腹绞痛，腹软，肾区叩痛,转移性右下腹疼痛，麦氏点压痛,阵发性右侧腹疼痛，伴恶心欲呕,,,
E,下列关于股肿发病特点的叙述，不正确的是,肢体疼痛,肢体肿胀,浅静脉怒张,局部皮温升高,足背动脉搏动减弱,,,
E,属β受体阻滞剂类的抗高血压药物是,氯沙坦,卡托普利,苄胺唑啉,哌唑嗪,美托洛尔,,,
B,患者，被毒蜂叮咬后引发皮炎，皮疹较多，成片红肿，水疱较大，瘀斑明显，皮疹附近臖核肿大；伴畏寒，发热，头痛，恶心，胸闷；舌红，苔黄，脉数。治疗方剂为,龙胆泻肝汤,五味消毒饮,萆薢化毒汤,萆薢渗湿汤,清瘟败毒饮,,,
C,患者下腹部肿块，疼痛月余，伴低热，经行量多，带下量多，色黄如脓；身热口渴，心烦不宁，大便秘结，小便黄赤。妇检盆腔右侧触及鸭卵大包块，形不整，触压痛阳性；舌红苔黄，有瘀斑，脉弦滑数。其治法是,清热利湿，缓急止痛,清热解毒，利湿止带,清热利湿，化瘀消癥,清热利湿，消癥止血,清热利湿，止血调经,,,
B,患儿，3岁。啼哭时哭声较响，见灯尤甚，哭时面赤唇红，烦躁不宁，身腹俱暖，大便秘结，小便短赤，舌尖红，苔薄黄，指纹多紫。治疗应首选,养心汤,导赤散,葛根黄芩黄连汤,炙甘草汤,桂枝甘草汤,,,
C,急性湿疮的主要病因病机是,血虚风燥,脾虚湿恋,湿热浸淫,气血阻滞,气虚血弱,,,
B,下列关于肛痈的描述，不正确的是,浅部脓肿全身症状不明显,高位脓肿多采用一次切开法,多与肛门腺感染有关,溃后多形成肛漏,青壮年人多见,,,
A,颈痈风热痰毒证，治疗可选用,牛蒡解肌汤,黄连解毒汤,仙方活命饮,五味消毒饮,普济消毒饮,,,
D,下列不属于疖病临床特点的是,可发生于身体各处,此愈彼起，日久不愈，反复发作,好发于项后发际部、背部,多发于儿童头部,好发于消渴患者,,,
E,肉瘤相当于西医的,血管瘤,骨骼肌肉瘤,平滑肌肉瘤,纤维肉瘤,脂肪瘤,,,
B,肿势软如棉，或硬如馒，形态各异，不红不热见于,脓肿,痰肿,风肿,气肿,湿肿,,,
B,经行风疹块风热证的经血特点是,月经多提前，量少色暗,月经多提前，量多色红,月经多推迟，量少色淡,月经多推迟，量少色红,月经多推迟，量多色淡,,,
D,凡妊娠12周内胚胎自然殒堕者称为,胎萎不长,胎漏,滑胎,堕胎,小产,,,
B,下列关于子宫位置的描述，不正确的是,带脉之下,神阙上方,小腹正中,膀胱之后,直肠之前,,,
B,月经先期脾气虚证的临床表现是,经量或多或少,色淡红，质清稀,面色晦暗,腰膝酸软,头晕耳鸣,,,
C,关于经期延长血瘀证的临床表现，错误的是,月经量多,色紫暗，有血块,气短懒言,经行腹痛,舌紫暗，脉弦涩,,,
B,乳婴儿药剂用量是成人量的, 1/6, 1/3, 1/2,1/2～2/3,以上均非,,,
E,传染性单核细胞增多症的发病年龄多见于,青少年和成人,儿童和成人,婴儿和幼儿,幼儿和儿童,年长儿和青少年,,,
A,流脑的特征性临床表现是,皮肤瘀点或瘀斑,皮肤斑丘疹,带状疱疹,皮肤瘙痒,皮肤荨麻疹,,,
C,患者脂瘤表皮中央有黑点；伴咽喉如有梅核堵塞，胸膈痞闷，情志抑郁，急躁易怒；舌淡，苔腻，脉滑，采用的治法为,清热化湿，和营解毒,清心泻火，凉血解毒,理气化痰散结,清肝泻火，祛瘀解毒,健脾益气，化湿解毒,,,
E,患者，女性，30岁，已婚。经来无期，量少淋沥不尽或量多势急，血色鲜红；面颊潮红，烦热少寐，咽干口燥，便结，舌红，少苔，脉细数。治疗应首选,逐瘀止血汤,血府逐瘀汤,少腹逐瘀汤,膈下逐瘀汤,上下相资汤,,,
C,下列各项，属混合毒者的毒蛇是,银环蛇,金环蛇,眼镜蛇,蝰蛇,海蛇,,,
A,前列腺增生症脾肾气虚证，采用的治疗方药为,补中益气汤,八正散,沉香散,知柏地黄丸,济生肾气丸,,,
C,虫咬皮炎热毒蕴结证采用的治法为,凉血清火，利湿止痒,养血润肤，祛风止痒,清热解毒，消肿止痒,清热利湿，解毒止痒,清热祛湿，凉血解毒,,,
A,有头疽好发于,项后、背部,面部,四肢部,臀部,颈前两侧,,,
E,治疗瘾疹胃肠湿热证，应采用的治法为,疏风清热止痒,疏风散寒止痒,养血祛风，润燥止痒,疏肝理气，清肝泻火,疏风解表，通腑泄热,,,
C,不属于湿疮特点的是,皮损对称分布,皮损呈多形损害,传染性强,易反复发作,瘙痒剧烈,,,
E,乳癖冲任失调证的治疗方剂是,归脾汤,逍遥蒌贝散,补中益气汤,二仙汤合开郁散,二仙汤合四物汤,,,
B,治疗口疮之虚火上浮证，应首选的方剂是,凉膈散,六味地黄丸,导赤散,泻黄散,清胃散,,,
C,下列隔离的叙述，不正确的是,防止病原体扩散,便于管理和消毒,隔离期是根据传染病的潜伏期而确定的,有效的隔离措施对控制其播散往往起决定性作用,不同的传染病病原学，采取的隔离措施也有所不同,,,
E,自然疫源性传染病是,患者,病原携带者,隐性感染者,家禽,野生动物,,,
A,传染病确诊的依据是,病原学检查,影像学检查,病例分析,血液分析,免疫检查,,,
A,下列哪项是霍乱大流行最重要的传播形式,水源污染,接触带菌者,食物污染,苍蝇传播,接触患者,,,
B,流行性出血热的病原体属于,支原体,病毒,螺旋体,细菌,立克次体,,,
D,患者，女性，26岁，已婚。分娩时失血较多，产后小腹隐隐作痛，喜按，恶露量少、色淡，头晕耳鸣，大便干燥，舌淡苔薄，脉虚细。应首先考虑的是,产后恶露过少,产后大便不通,产后血晕,产后腹痛,以上均非,,,
E,患儿，3岁。近日咳嗽频作，痰白质稀，鼻塞流涕，恶寒发热，无汗，查舌脉：苔薄白，脉浮紧。可选用的方剂是,杏苏散,桑杏汤,银翘散,桑菊饮,华盖散,,,
D,某患儿，发热重，恶风，有汗，头痛，鼻塞，流浊涕，喷嚏，咳嗽，痰稠色黄，咽红肿痛，口渴，舌质红，苔薄黄，脉浮数。其治法是,辛温解表，宣肺化痰,清瘟解表消毒,辛温解表，疏风散寒,辛凉解表，疏风清热,清暑解表，化湿和中,,,
A,患儿，5岁。发热39℃，喉核赤肿，咽喉疼痛，吞咽不利，鼻塞流涕，头痛身痛，舌红，苔薄黄，脉浮数。其证候是,风热搏结证,热毒炽盛证,肺胃阴虚证,脾胃积热证,肺胃蕴热证,,,
D,患儿，出生后10天。口腔内出现白屑散在，周围红晕不著，形体瘦弱，颧红，手足心热，口干不渴，舌红，苔少，指纹紫。治疗应首选,导赤散,泻黄散,竹叶石膏汤,知柏地黄丸,清热泻脾散,,,
B,关于直肠二度脱垂，错误的是,为直肠全层脱出,为直肠黏膜脱出,脱出物长5～10cm,便后有时需用手回复,脱出物表面为环状而有层次的黏膜皱襞,,,
B,寒邪的致病特点是,痛无定处，走窜迅速,痛有定处，得暖则减,多夹湿，热甚则痛,易侵下位，重浊黏腻,发病迅速，来势凶猛,,,
D,下列各项，属子满临床表现的是,妊娠4月，出现肢体面目肿胀,妊娠期出现头晕目眩,妊娠晚期突然发生眩晕倒扑，昏不知人，两目上视，牙关紧闭,妊娠5月出现腹大异常，胸膈满闷，甚则遍身俱肿,妊娠期间出现尿频、尿急、淋沥涩痛等症,,,
A,带下过多的治疗原则重在,除湿为主,益气养血,治本调经,疏肝养肝,调理冲任,,,
B,经行吐衄肺肾阴虚证的治法是,清肝调经,滋阴养肺,滋养肝肾,健脾摄血,滋阴降火,,,
E,不属于妊娠恶阻肝胃不和证临床表现的是,头胀而晕,胸满胁痛,嗳气叹息,口干口苦,呕吐清涎或痰涎,,,
A,不属于产后病病因病机的是,肝肾亏损,外感六淫,瘀血内阻,元气受损,亡血伤津,,,
A,治疗硬肿症之阳气虚衰证应首选的方剂是,参附汤,四物汤,血府逐瘀汤,附子理中汤,当归四逆汤,,,
B,治疗湿热郁蒸型黄疸所用的方剂是,八正散,茵陈蒿汤,茵陈理中汤,易黄汤,龙胆泻肝汤,,,
C,小儿尿频脾肾气虚证的主治方剂为,八正散,知柏地黄丸,缩泉丸,理中丸,以上均非,,,
A,关于流脑流行季节的叙述，正确的是,冬春季高发,夏秋季高发,只有夏秋季节发生,只有冬春季节发生,全年散发，无高峰,,,
C,儿童预防传染病起关键性预防作用的是,改善营养,锻炼身体,计划免疫,添加衣物,以上都不是,,,
C,乙脑病程中最早出现的抗体是,IgG抗体,中和抗体,特异性IgM抗体,补体结合抗体,血凝抑制抗体,,,
E,下列有关HIV病原学的叙述，不正确的是,56℃30分钟能使HIV失去感染性,75％乙醇能使HIV灭活,0.2％次氯酸钠能使HIV灭活,100℃20分钟能使HIV完全灭活,紫外线照射使HIV完全灭活,,,
B,梅毒血热蕴毒证的治法是,清热利湿，解毒祛梅,凉血解毒，泻热散瘀,活血解毒，通络止痛,滋补肝肾，填髓熄风,以上均非,,,
A,下列关于前列腺增生症直肠指诊，不正确的描述是,坚硬如石,前列腺增大,中央沟变浅或消失,表面光滑而无结节,中等硬度而富有弹性,,,
E,患者，男，38岁，右侧脚趾发麻，皮肤干燥，毫毛脱落，趾甲增厚变形，呈干性坏疽，口干欲饮，舌红苔黄，脉弦细数，其证候是,血脉瘀阻证,湿热壅盛证,营血两伤证,邪毒内陷证,热毒伤阴证,,,
