学科,题干,标准答案,选项A,选项B,选项C,选项D,选项E
方剂学,易黄汤的功用是,A,补肾止带，清热祛湿,清热祛湿，收涩止带,补气健脾，化湿止带,健脾益肾，收涩止带,疏肝健脾，化湿止带
方剂学,九仙散的组成药物中含有,E,乌药,知母,山药,诃子,人参
方剂学,四神丸的功用是,C,补气健脾，涩肠止泻,温中涩肠，益气固脱,温补脾肾，固肠止泻,健脾益气，渗湿止泻,涩肠固脱，温补脾肾
方剂学,治疗五更泄泻的首选方剂是,A,四神丸,理中丸,吴茱萸汤,真人养脏汤,金匮肾气丸
方剂学,固涩剂常见临床表现,E,自汗、盗汗,久咳、久泻、久痢,遗精滑泄,崩漏、带下,以上皆是
方剂学,固涩剂使用时应注意,C,固涩剂治疗耗散滑脱之证，不可使用补益剂，以免留邪,不论有无外邪，均可使用固涩剂,元气大虚，亡阳欲脱所致的崩中不止者，宜兼顾重用回阳固脱之品,热病多汗、痰饮咳嗽等证，可用固涩剂,实热崩带、伤食泄泻等证，首选固涩剂
方剂学,桑螵蛸散中配伍龙骨、龟甲的意义是,E,补肾助阳，固精缩尿,滋养肾阴，补心安神,收敛固涩，镇心安神,滋阴潜阳，固精缩尿,固涩止遗，补肾益精
方剂学,功能敛肺止咳的方剂是,C,一贯煎,四神丸,九仙散,右归丸,止嗽散
方剂学,功能固肠止泻的方剂是,B,一贯煎,四神丸,九仙散,右归丸,止嗽散
方剂学,功能敛肺止咳的方剂是,C,一贯煎,四神丸,九仙散,右归丸,止嗽散
方剂学,功能固肠止泻的方剂是,B,一贯煎,四神丸,九仙散,右归丸,止嗽散
方剂学,以镇心安神，清热养血为主要功用的方剂是,E,归脾汤,酸枣仁汤,天王补心丹,当归六黄汤,朱砂安神丸
方剂学,天王补心丹中配伍茯苓意在,A,宁心,健脾,消痰,渗湿,利水
方剂学,天王补心丹主治证候的病因病机是,A,心肾两亏，阴虚血少,心脾两虚，气血不足,心阴不足，肝气失和,心阳偏亢，心肾不交,肝血不足，虚热内扰
方剂学,酸枣仁汤主治证候的病因病机是,D,心脾两虚，气血不足,心阳偏亢，心肾不交,心肾两亏，阴虚血少,肝血不足，虚热内扰,心阴不足，肝气失和
方剂学,桑螵蛸散与天王补心丹两方组成中均含有的药物是,D,龙骨,人参,菖蒲,远志,当归
方剂学,酸枣仁汤的组成药物中含有,B,远志,知母,茯神,柏子仁,龙眼肉
方剂学,心火亢盛，阴血不足而失眠多梦惊悸怔忡心神烦乱者。治宜选用,D,磁朱丸,酸枣仁汤,天王补心丹,朱砂安神丸,甘麦大枣汤
方剂学,阴亏血少，心火偏旺而失眠多梦心悸怔忡神疲健忘者。治宜选用,C,磁朱丸,酸枣仁汤,天王补心丹,朱砂安神丸,甘麦大枣汤
方剂学,心脾两虚，气血不足而心悸怔忡者，治宜选用,A,归脾汤,酸枣仁汤,朱砂安神丸,甘麦大枣汤,天王补心丹
方剂学,心肾两虚，阴亏血少而心悸怔忡者，治宜选用,E,归脾汤,酸枣仁汤,朱砂安神丸,甘麦大枣汤,天王补心丹
方剂学,天王补心丹的功用是,A,滋阴养血，补心安神,补肾宁心，益智安神,镇心安神，泻火养阴,养心安神，和中缓急,养血安神，清热除烦
方剂学,酸枣仁汤的功用是,E,滋阴养血，补心安神,补肾宁心，益智安神,镇心安神，泻火养阴,养心安神，和中缓急,养血安神，清热除烦
方剂学,若见突然昏倒，牙关紧闭，不省人事，苔白，脉迟，宜选用的方子是,A,吃力伽丸,至宝丹,紫雪,牛黄丸,柴胡汤
方剂学,苏合香丸主治,E,温热病,痰热内闭心包证,邪热内陷心包证,热闭证,寒闭证
方剂学,开窍剂的使用时需注意,E,热闭者宜温开,寒闭者宜凉开,若见汗出肢冷、呼吸气微、口开目合、脉微欲绝者，急用开窍剂,阳明腑实证见神昏谵语者，可选用寒下剂合开窍剂,开窍剂多用于急救，中病即止
方剂学,紫雪的功用是,A,清热开窍，息风止痉,辟秽解毒，化痰开窍,清热开窍，化浊解毒,辟秽解毒，清热开窍,芳香开窍，行气止痛
方剂学,苏合香丸的功用是,E,清热开窍，息风止痉,辟秽解毒，化痰开窍,清热开窍，化浊解毒,辟秽解毒，清热开窍,芳香开窍，行气止痛
方剂学,安宫牛黄丸的功用是,D,安神定惊，化痰开窍,化浊开窍，清热解毒,辟秽解毒，化痰开窍,清热解毒，开窍醒神,清热解毒，开窍安神
方剂学,至宝丹的功用是,B,安神定惊，化痰开窍,化浊开窍，清热解毒,辟秽解毒，化痰开窍,清热解毒，开窍醒神,清热解毒，开窍安神
方剂学,暖肝煎中配伍当归的用意是,D,养血润燥,化瘀生新,补血和营,养血补肝,下气止逆
方剂学,天台乌药散与暖肝煎两方组成中均含有的药物是,C,沉香,槟榔,乌药,肉桂,当归
方剂学,下列何药不是天台乌药散的组成药物,E,青皮,槟榔,木香,巴豆,香附
方剂学,下列何药不是厚朴温中汤的组成药物,B,白茯苓,半夏,炙甘草,干姜,草蔻仁
方剂学,厚朴温中汤适用于,A,寒湿气滞证,湿滞脾胃证,痰阻气逆证,寒凝气滞证,脾虚气滞证
方剂学,下列各项中，除哪项外均属半夏厚朴汤主治证的临床表现,D,胸膈满闷,恶心呕吐,舌苔白润,脉弦细微数,咽中如有物阻
方剂学,越鞠丸的功用是,C,行气散结,行气和血,行气解郁,行气止痛,行气消痞
方剂学,半夏厚朴汤的组成药物中不包括,B,厚朴,白术,生姜,半夏,茯苓
方剂学,越鞠丸的君药是,E,栀子,苍术,川芎,神曲,香附
方剂学,以降逆化痰，益气和胃为主要功用的方剂是,A,旋覆代赭汤,半夏厚朴汤,半夏泻心汤,橘皮竹茹汤,丁香柿蒂汤
方剂学,苏子降气汤中配伍肉桂的主要用意是,B,温阳散寒,温肾纳气,温通经脉,鼓舞气血,散寒止痛
方剂学,下列各项中，不属于苏子降气汤组成药物的是,C,前胡,生姜,杏仁,半夏,当归
方剂学,定喘汤的组成药物中不包括,C,杏仁,苏子,桑叶,黄芩,甘草
方剂学,越鞠丸的组成药物中含有,D,当归,木香,厚朴,栀子,木通
方剂学,暖肝煎的组成药物中含有,A,当归,木香,厚朴,栀子,木通
方剂学,具有行气疏肝，散寒止痛功用的方剂是,C,枳实消痞丸,厚朴温中汤,天台乌药散,半夏厚朴汤,柴胡疏肝散
方剂学,具有行气散结，降逆化痰功用的方剂是,D,枳实消痞丸,厚朴温中汤,天台乌药散,半夏厚朴汤,柴胡疏肝散
方剂学,苏子降气汤证的病机是,B,风邪伤肺，肺失清肃,痰涎壅盛，上实下虚,凉燥外袭，肺失清肃,外感风寒，痰热内蕴,外感风寒，内有水饮
方剂学,定喘汤证的病机是,D,风邪伤肺，肺失清肃,痰涎壅盛，上实下虚,凉燥外袭，肺失清肃,外感风寒，痰热内蕴,外感风寒，内有水饮
方剂学,苏子降气汤的功用是,D,降逆止呃，益气清热,温中益气，降逆止呃,降气化痰，益气和胃,降气平喘，祛痰止咳,行气散结，降逆化痰
方剂学,旋覆代赭汤的功用是,C,降逆止呃，益气清热,温中益气，降逆止呃,降气化痰，益气和胃,降气平喘，祛痰止咳,行气散结，降逆化痰
方剂学,旋覆代赭汤的组成药物中含有,C,干姜,当归,半夏,柴胡,干姜
方剂学,苏子降气汤的组成药物中含有,C,干姜,当归,半夏,柴胡,干姜
方剂学,以活血化瘀，行气止痛为主要功用的方剂是,D,失笑散,温经汤,金铃子散,血府逐瘀汤,桂枝茯苓丸
方剂学,复元活血汤证的病位在,C,头面,胸中,胁下,少腹,胞宫
方剂学,槐花散的功用是,D,清肠止血，养阴清热,养血止血，清肠祛风,益气健脾，养血止血,清肠止血，疏风行气,养阴清热，凉血止血
方剂学,桂枝茯苓丸适用于,B,中阳不足，饮停心下，胸胁支满，心悸目眩者,妊娠下血，血色紫黯，腹痛拒按，胎动不安者,脾失健运，痰停中脘，流溢四肢，臂疼肢肿者,脾阳不足，聚湿成饮，咳痰稀白，胸膈不快者,下焦虚寒，小便白浊，频数无度，凝如膏糊者
方剂学,桂枝茯苓丸的组成药物，除桂枝、茯苓外，其余是,B,知母、熟地、蒲黄,丹皮、芍药、桃仁,赤芍、川芎、当归,生姜、大黄、红花,炮姜、大黄、红花
方剂学,大黄牡丹汤与桃核承气汤两方组成中均含有的药物是,A,大黄,大黄,大黄,大黄,大黄
方剂学,下列何药不是生化汤的组成药物,C,桃仁,川芎,桂枝,全当归,炙甘草
方剂学,温经汤的组成药物中不包括,A,干姜,丹皮,半夏,当归,人参
方剂学,血府逐瘀汤的组成药物除“桃红四物”和甘草外，其余的是,A,柴胡,官桂,香附,麝香,乌药
方剂学,温经汤中配伍半夏的主要用意是,B,和胃降逆而止呕,通降胃气而散结,燥湿化痰而和胃,化痰开胃而行津,降逆散结而消痞
方剂学,补阳还五汤黄芪的配伍意义是,A,补气行血,补气生血,补气利水,补气固表,补气升阳
方剂学,生化汤重用全当归为君，意在,C,和血止痛,养血滋燥,化瘀生新,养血润肠,养血补肝
方剂学,黄土汤的功用是,D,温脾散寒，涩肠止泻,温中散寒，益气健脾,温阳健脾，益气摄血,温阳健脾，养血止血,温肾暖脾，渗湿止泻
方剂学,温经汤的功用是,B,温经散寒，活血祛瘀,温经散寒，养血祛瘀,温经散寒，养血通脉,活血化瘀，温经止痛,活血祛瘀，散结止痛
方剂学,小蓟饮子的组成药物中不包括,E,藕节,当归,生地,栀子,大黄
方剂学,黄土汤的组成药物中含有,D,熟地黄,生地黄,熟附子,干地黄,熟地黄
方剂学,十灰散组成药物中含有,C,白术,青黛,山栀,枳壳,蒲黄
方剂学,咳血方组成药物中含有,B,白术,青黛,山栀,枳壳,蒲黄
方剂学,具有活血祛瘀，散结止痛功用的方剂是,D,丹参饮,温经汤,生化汤,失笑散,桂枝茯苓丸
方剂学,具有养血祛瘀，温经止痛功用的方剂是,C,丹参饮,温经汤,生化汤,失笑散,桂枝茯苓丸
方剂学,血府逐瘀汤适用于,B,膈下瘀血证,胸中血瘀证,下焦蓄血证,瘀阻胞宫证,脉络瘀阻证
方剂学,桂枝茯苓丸适用于,D,膈下瘀血证,胸中血瘀证,下焦蓄血证,瘀阻胞宫证,脉络瘀阻证
方剂学,治疗寒凝气滞之心腹猝痛，宜选用,C,越鞠丸,失笑散,苏合香丸,金铃子散,血府逐瘀汤
方剂学,治疗瘀血内停之心腹刺痛，宜选用,B,越鞠丸,失笑散,苏合香丸,金铃子散,血府逐瘀汤
方剂学,主治胸中血瘀证的方剂是,D,复元活血汤,桂枝茯苓丸,血府逐瘀汤,桃核承气汤,
方剂学,主治下焦蓄血证的方剂是,E,复元活血汤,桂枝茯苓丸,血府逐瘀汤,桃核承气汤,
方剂学,大黄牡丹汤的组成中含有药物是,B,大黄,桃仁,大黄,赤芍,大黄
方剂学,桃核承气汤的组成中含有药物是,C,大黄,桃仁,大黄,赤芍,大黄
方剂学,脾阳不足，统摄无权所致之便血，宜选用,C,归脾汤,健脾丸,黄土汤,槐花散,十灰散
方剂学,风热客于肠中，损伤脉络所致之便血，宜选用,D,归脾汤,健脾丸,黄土汤,槐花散,十灰散
方剂学,治疗肝火犯肺所致之咳痰带血，宜选用,C,十灰散,止嗽散,咳血方,四生丸,小蓟饮子
方剂学,治疗下焦瘀热所致之血淋尿血，宜选用,E,十灰散,止嗽散,咳血方,四生丸,小蓟饮子
方剂学,生化汤的君药是,C,生地,桃仁,当归,青黛,木通
方剂学,咳血方的君药是,D,生地,桃仁,当归,青黛,木通
方剂学,下列各项中，除哪项外，均是大定风珠的组成中药物,B,白芍,牛膝,龟板,甘草,牡蛎
方剂学,牵正散的功用是,E,祛风除湿，化痰通络,祛风化痰，定搐止痉,化痰通络，活血止痛,祛风除湿，通络止痛,祛风化痰，通络止痉
方剂学,大定风珠所主证候的病因病机是,A,真阴大亏，虚风内动,痰浊上逆，引动肝风,阴血不足，风自内生,阳阳偏亢，化风上旋,邪热亢盛，热极动风
方剂学,大秦艽汤的功用是,D,疏风养血，清热除湿,祛风胜湿，益气养血,祛风化痰，通络止痉,疏风清热，养血活血,祛风除湿，活血止痛
方剂学,消风散的功用是,C,祛风胜湿，益气养血,祛风化痰，通络止痉,疏风除湿，清热养血,祛风清热，养血活血,祛风除湿，活血止痛
方剂学,川芎茶调散的组成药物中含有,B,牛蒡,羌活,苍术,当归,蝉蜕
方剂学,消风散的组成药物中含有,A,胡麻,秦艽,薄荷,桑叶,细辛
方剂学,消风散的君药是,A,荆芥,当归,石膏,苦参,荆芥
方剂学,消风散中配伍蝉蜕的用意是,A,疏散风邪,明目退翳,宣散透疹,息风止痉,疏风清热
方剂学,羚角钩藤汤的组成药物中不包括,D,霜桑叶,淡竹茹,茯神木,石决明,滁菊花
方剂学,下列各项中，除哪项外，均是镇肝熄风汤的组成药物,C,白芍,龟板,鳖甲,白芍,龟板
方剂学,天麻钩藤饮的组成药物中含有,C,生龙骨,生牡蛎,川牛膝,生龟板,生鳖甲
方剂学,羚角钩藤汤中配伍霜桑叶和滁菊花的用意是,C,清肝明目,缓急柔筋,清热平肝,祛风解痉,息风止痉
方剂学,羚角钩藤汤与天麻钩藤饮二方均具有的功用是,A,清热平肝息风,滋阴增液舒筋,清热活血止痛,滋阴潜阳息风,滋阴清热安神
方剂学,大定风珠的组成中含有的药物是,E,龙骨,龙骨,牡蛎,龙骨,鳖甲
方剂学,镇肝熄风汤组成中含有的药物是,D,龙骨,龙骨,牡蛎,龙骨,鳖甲
方剂学,小活络丹的功用是,E,镇肝息风，滋阴潜阳,滋阴柔筋，潜阳息风,凉肝息风，增液舒筋,镇肝息风，滋阴安神,祛风除湿，化痰通络，活血止痛
方剂学,大定风珠的功用是,B,镇肝息风，滋阴潜阳,滋阴柔筋，潜阳息风,凉肝息风，增液舒筋,镇肝息风，滋阴安神,祛风除湿，化痰通络，活血止痛
方剂学,小活络丹所主证候病因病机是,B,风中经络，气血痹阻,湿痰瘀血，痹阻经络,风痰阻络，筋肉失养,肝阳偏亢，化风上扰,热灼真阴，筋脉失濡
方剂学,大秦艽汤所主证候病因病机是,A,风中经络，气血痹阻,湿痰瘀血，痹阻经络,风痰阻络，筋肉失养,肝阳偏亢，化风上扰,热灼真阴，筋脉失濡
方剂学,川芎茶调散主治,A,风邪外袭之头痛,痰浊上逆之头痛,血不上奉之头痛,肝阳上亢之头痛,瘀血阻络之头痛
方剂学,天麻钩藤饮主治,D,风邪外袭之头痛,痰浊上逆之头痛,血不上奉之头痛,肝阳上亢之头痛,瘀血阻络之头痛
方剂学,治疗风疹的代表方剂是,A,消风散,牵正散,玉真散,小活络丹,地黄饮子
方剂学,治疗喑痱证的代表方剂是,E,消风散,牵正散,玉真散,小活络丹,地黄饮子
方剂学,羚角钩藤汤主治,B,阴虚风动证,热极动风证,血虚生风证,风痰眩晕证,痰厥头痛证
方剂学,大定风珠主治,A,阴虚风动证,热极动风证,血虚生风证,风痰眩晕证,痰厥头痛证
方剂学,功能凉肝息风，增液舒筋的方剂是,C,大定风珠,镇肝熄风汤,羚角钩藤汤,天麻钩藤饮,阿胶鸡子黄汤
方剂学,功能镇肝息风，滋阴潜阳的方剂是,B,大定风珠,镇肝熄风汤,羚角钩藤汤,天麻钩藤饮,阿胶鸡子黄汤
方剂学,组成药物为细生地、玄参、麦冬的方剂是,C,生化汤,益胃汤,增液汤,麦门冬汤,地黄饮子
方剂学,阳明温病，津亏便秘者，治当首选,B,济川煎,增液汤,麦门冬汤,麻子仁丸,地黄饮子
方剂学,以清宣温燥，润肺止咳为主要功用的方剂是,C,杏苏散,增液汤,桑杏汤,养阴清肺汤,清燥救肺汤
方剂学,清燥救肺汤原方配伍用量最大的药物是,E,石膏,麦冬,人参,阿胶,桑叶
方剂学,下列各项中，除哪项外均属杏苏散的组成药物,D,橘皮,半夏,枳壳,荆芥,茯苓
方剂学,清燥救肺汤证的病因病机是,C,凉燥外袭，营卫受邪,温燥外袭，肺津被灼,温燥伤肺，气阴两伤,肺肾阴虚，虚火上炎,肝肾阴虚，虚火上炎
方剂学,杏苏散证的病因病机是,A,凉燥外袭，营卫受邪,温燥外袭，肺津被灼,温燥伤肺，气阴两伤,肺肾阴虚，虚火上炎,肝肾阴虚，虚火上炎
